entity_id,gst_ontime_rate,gst_avg_delay,sales_volume_avg,itc_utilisation_ratio,upi_inflow_avg,upi_outflow_avg,upi_net_flow_ratio,upi_velocity_30d,upi_counterparty_diversity,geo_diversity,repeated_counterparty_ratio,eway_volume_avg,eway_momentum,eway_anomaly_rate,vintage_months,age_penalty,industry_risk_factor,bureau_score_cibil,data_confidence
MSME_10031,1.0,0.0,1234203.99,0.7376852271738542,626788.53,645247.4624999999,-0.029450016419413225,45,67,5,0.47619047619047616,17.333333333333332,0.23333333333333334,0.0,43.0,0.013568559012200934,0.5,-1,high
MSME_10032,1.0,0.0,825001.64,0.7490522999675742,655163.7325,711117.5875000001,-0.08540438401022159,37,68,5,0.5045871559633027,16.666666666666668,0.2857142857142857,0.0,59.0,0.0027394448187683684,0.5,700,high
MSME_10033,1.0,0.0,1523645.082,0.7847430252440147,531687.275,760463.2475000002,-0.43028295627349766,29,58,5,0.5660377358490566,10.75,-0.28,0.0,54.0,0.004516580942612666,0.5,-1,high
MSME_10034,1.0,0.0,1882644.08,0.8478653361192423,607920.9600000001,615225.4975,-0.012015603969305443,33,60,5,0.5619047619047619,13.75,0.11538461538461539,0.0,27.0,0.06720551273974976,0.5,577,high
MSME_10035,1.0,0.0,982874.325,0.7592078868214736,532024.1325000001,868636.5675000001,-0.6327014404746011,37,65,5,0.514018691588785,13.333333333333334,-0.16666666666666666,0.0,49.0,0.007446583070924338,0.5,-1,high
MSME_10036,1.0,0.0,956532.285,0.6554633778183143,550990.73,725814.225,-0.3172893580260416,37,68,5,0.5454545454545454,11.75,-0.19230769230769232,0.0,32.0,0.04076220397836621,0.5,789,high
MSME_10037,1.0,0.0,1533865.6666666667,0.7463550699007478,583555.18,810377.9575,-0.388691224538526,38,67,5,0.5,15.333333333333334,-0.14705882352941177,0.0,5.0,0.6065306597126334,0.5,-1,low
MSME_10038,1.0,0.0,966302.37,0.7281915206951528,487528.145,921490.945,-0.890128712466436,34,76,5,0.5086206896551724,11.5,-0.6060606060606061,0.0,52.0,0.0055165644207607716,0.5,-1,high
MSME_10039,1.0,0.0,964681.1475,0.7448200533860814,599279.25,684026.3475,-0.141415037313573,33,70,5,0.5446428571428571,12.75,-0.2413793103448276,0.0,47.0,0.009095277101695816,0.5,-1,high
MSME_10040,1.0,0.0,689421.48,0.8308069615089355,753428.39,696831.0175000001,0.07511977681117105,41,68,5,0.49074074074074076,14.0,-0.4,0.0,46.0,0.010051835744633576,0.5,-1,high
MSME_10041,1.0,0.0,651925.8,0.6352820432830323,644855.74,846346.6875,-0.31245895012115427,36,71,5,0.5225225225225225,12.0,-0.5454545454545454,0.0,29.0,0.05502322005640721,0.5,-1,high
MSME_10042,1.0,0.0,1203172.232,0.7630387200679805,716332.0525,827528.2175000001,-0.15522991692459573,42,68,5,0.5565217391304348,12.5,-0.5294117647058824,0.0,21.0,0.1224564282529819,0.5,-1,high
MSME_10043,1.0,0.0,1345247.0559999999,0.7089762752584242,651675.4025,800335.3724999999,-0.22811965808391851,34,70,5,0.5,12.75,-0.3548387096774194,0.0,30.0,0.049787068367863944,0.5,705,high
MSME_10044,1.0,0.0,875787.5233333334,0.8094150877699055,674068.76,964825.5433333333,-0.431345881291596,32,70,5,0.49074074074074076,11.5,-0.16,0.0,4.0,0.6703200460356393,0.5,583,low
MSME_10045,1.0,0.0,1010534.2566666667,0.7150776868498414,581632.7600000001,924249.8075,-0.5890607803797018,45,64,5,0.5315315315315315,11.0,-0.37037037037037035,0.0,36.0,0.02732372244729256,0.5,-1,high
MSME_10046,1.0,0.0,1140738.185,0.7538358040782035,503107.33499999996,825609.9575,-0.6410215078657123,27,71,5,0.4954128440366973,14.0,0.11538461538461539,0.0,23.0,0.1002588437228037,0.5,-1,high
MSME_10047,1.0,0.0,1375307.5725,0.8053982065387537,567523.435,843416.1675,-0.48613451971370997,35,64,5,0.5185185185185185,11.0,-0.5806451612903226,0.0,57.0,0.003345965457471272,0.5,742,high
MSME_10048,1.0,0.0,1869078.2933333332,0.8322548146908662,507979.26,608136.565,-0.19716809894955148,26,57,5,0.49,11.0,-0.5333333333333333,0.0,15.0,0.22313016014842982,0.5,596,high
MSME_10049,1.0,0.0,1082809.21,0.7633260696001262,517532.17000000004,808618.2525,-0.562450219278156,36,70,5,0.49074074074074076,14.666666666666666,-0.125,0.0,30.0,0.049787068367863944,0.5,-1,high
MSME_10050,1.0,0.0,1579198.0875,0.7727351527300871,565963.7100000001,810461.4900000001,-0.4320025748647382,41,68,5,0.5185185185185185,11.5,-0.6470588235294118,0.0,35.0,0.0301973834223185,0.5,-1,high
MSME_10051,1.0,0.0,969939.39,0.5551648044217274,633142.1499999999,859361.455,-0.35729623276542255,44,71,5,0.5677966101694916,12.0,0.0,0.0,46.0,0.010051835744633576,0.5,-1,high
MSME_10052,1.0,0.0,1111103.0675000001,0.7649784738065519,564759.1825,723155.315,-0.2804666792646615,38,70,5,0.5225225225225225,17.333333333333332,0.23333333333333334,0.0,38.0,0.02237077185616559,0.5,-1,high
MSME_10053,1.0,0.0,1475808.3633333333,0.7663386131233026,556821.7999999999,869659.2949999999,-0.5618269525367003,39,72,5,0.5137614678899083,11.75,-0.3793103448275862,0.0,50.0,0.006737946999085467,0.5,553,high
MSME_10054,1.0,0.0,1025807.1375,0.8726862180397247,560031.1299999999,764921.9900000001,-0.3658561980295636,39,67,5,0.4672897196261682,11.5,-0.6060606060606061,0.0,34.0,0.033373269960326066,0.5,623,high
MSME_10055,1.0,0.0,839637.7325000002,0.8312048488494087,582961.5425000001,718954.0825,-0.23327875011583615,40,65,5,0.43137254901960786,16.333333333333332,-0.058823529411764705,0.0,49.0,0.007446583070924338,0.5,679,high
MSME_10056,1.0,0.0,682562.922,0.7540190578301365,718251.2775000001,728901.9975,-0.01482868229218008,45,67,5,0.5045045045045045,12.75,-0.3548387096774194,0.0,41.0,0.016572675401761237,0.5,-1,high
MSME_10057,1.0,0.0,700776.895,0.8543490019769577,509383.49249999993,862110.0474999999,-0.6924577655016961,40,64,5,0.5803571428571429,15.0,0.375,0.0,53.0,0.004991593906910213,0.5,591,high
MSME_10058,1.0,0.0,1270512.1166666667,0.767561437220031,566250.9225,851928.44,-0.5045069352624321,35,76,5,0.49107142857142855,11.25,-0.5,0.0,8.0,0.44932896411722156,0.5,-1,medium
MSME_10059,1.0,0.0,909288.9199999999,0.8239226767722979,763255.6175,769518.415,-0.008205373608010144,38,69,5,0.5175438596491229,14.25,-0.3235294117647059,0.0,36.0,0.02732372244729256,0.5,-1,high
MSME_10060,1.0,0.0,976342.315,0.7171467484754219,552159.6075,809342.5975,-0.4657765372668988,39,73,5,0.46226415094339623,13.666666666666666,-0.13333333333333333,0.0,5.0,0.6065306597126334,0.5,-1,low
MSME_10061,1.0,0.0,1117242.6600000001,0.6699141928235941,745892.8175000001,673994.2125000001,0.09639267641828442,31,64,5,0.45544554455445546,12.75,-0.2413793103448276,0.0,7.0,0.49658530379140947,0.5,-1,medium
MSME_10062,1.0,0.0,1047083.6725,0.7095248761621793,472086.20999999996,896377.8125,-0.8987587298938473,36,68,5,0.5094339622641509,9.75,-0.44,0.0,21.0,0.1224564282529819,0.5,-1,high
MSME_10063,1.0,0.0,1228821.2133333331,0.7239260481178976,552933.2725,768514.9875,-0.389887398212232,28,72,5,0.4423076923076923,11.5,-0.23076923076923078,0.0,19.0,0.14956861922263504,0.5,658,high
MSME_10064,1.0,0.0,604854.88,0.7729724796500231,546571.0449999999,586365.9600000002,-0.0728083116806897,28,61,5,0.49514563106796117,16.666666666666668,-0.029411764705882353,0.0,26.0,0.07427357821433388,0.5,617,high
MSME_10065,1.0,0.0,1207299.045,0.7734630384415915,702843.9050000001,472283.32000000007,0.3280395310534848,33,57,5,0.4421052631578947,13.0,-0.42424242424242425,0.0,53.0,0.004991593906910213,0.5,-1,high
MSME_10066,1.0,0.0,1284327.98,0.7210579256331313,521329.50749999995,846969.9500000001,-0.6246345887106729,35,65,5,0.5238095238095238,11.0,-0.4827586206896552,0.0,38.0,0.02237077185616559,0.5,585,high
MSME_10067,1.0,0.0,1033052.04,0.8217252265579905,687285.3899999999,780203.4025,-0.13519567540930863,37,69,5,0.504424778761062,14.25,-0.2727272727272727,0.0,39.0,0.02024191144580438,0.5,734,high
MSME_10068,1.0,0.0,1725711.45,0.7704538569832101,693889.2625,690817.605,0.0044267257990607285,36,75,5,0.4774774774774775,14.0,-0.35294117647058826,0.0,45.0,0.011108996538242306,0.5,711,high
MSME_10069,1.0,0.0,414469.385,0.7794771442962597,571183.79,761745.9750000001,-0.33362673860194814,40,70,5,0.48623853211009177,12.0,-0.2857142857142857,0.0,8.0,0.44932896411722156,0.5,569,medium
MSME_10070,1.0,0.0,609437.328,0.7877985577007428,679438.1399999999,810880.6325000001,-0.1934576303002363,41,71,5,0.5833333333333334,14.0,-0.5641025641025641,0.0,1.0,0.9048374180359595,0.5,-1,low
MSME_10071,1.0,0.0,528173.1666666666,0.7426626648211478,685097.7525000001,912187.0775,-0.3314699605586576,35,73,5,0.504424778761062,16.333333333333332,0.5416666666666666,0.0,32.0,0.04076220397836621,0.5,-1,high
MSME_10072,1.0,0.0,1438233.736,0.7535736535521123,693643.3299999998,714539.8350000001,-0.030125720375629134,40,62,5,0.5535714285714286,18.333333333333332,-0.25,0.0,35.0,0.0301973834223185,0.5,622,high
MSME_10073,1.0,0.0,878560.3933333332,0.9066206101374603,580027.6274999998,693463.9125000001,-0.19557048599379054,40,62,5,0.46464646464646464,15.666666666666666,0.17857142857142858,0.0,2.0,0.8187307530779818,0.5,703,low
MSME_10074,1.0,0.0,247638.425,0.7787801426222685,684536.1125,623080.195,0.08977746590396295,36,67,5,0.5135135135135135,17.666666666666668,0.7083333333333334,0.0,5.0,0.6065306597126334,0.5,662,low
MSME_10075,1.0,0.0,1396832.39,0.8901505730772743,739822.145,766654.3675,-0.03626847706755254,33,64,5,0.5315315315315315,17.0,0.09375,0.0,31.0,0.0450492023935578,0.5,782,high
MSME_10076,1.0,0.0,1222925.1475,0.694069095639311,793604.155,777970.9550000001,0.019698989605214393,46,72,5,0.5546218487394958,14.25,-0.37142857142857144,0.0,54.0,0.004516580942612666,0.5,795,high
MSME_10077,1.0,0.0,1597829.2850000001,0.7635302336972932,738604.76,877839.965,-0.18851111249269495,42,76,5,0.5655737704918032,13.0,-0.3225806451612903,0.0,4.0,0.6703200460356393,0.5,-1,low
MSME_10078,1.0,0.0,924363.0833333334,0.6967526302547012,710209.7774999999,830700.51,-0.16965513052233386,35,63,5,0.5462962962962963,11.75,-0.12,0.0,29.0,0.05502322005640721,0.5,568,high
MSME_10079,1.0,0.0,971555.6300000001,0.7862366724941129,549576.6575,824946.0325,-0.5010572615158787,43,72,5,0.5535714285714286,11.5,-0.23076923076923078,0.0,45.0,0.011108996538242306,0.5,612,high
MSME_10080,1.0,0.0,372661.99,0.8070922309468529,655210.3775,643336.5800000001,0.01812211452649019,35,67,5,0.47115384615384615,13.25,-0.5675675675675675,0.0,30.0,0.049787068367863944,0.5,550,high
MSME_10081,1.0,0.0,1243817.0025,0.753695968900831,601479.8574999999,839463.3525000002,-0.3956632828722785,41,74,5,0.5254237288135594,16.333333333333332,0.38461538461538464,0.0,40.0,0.01831563888873418,0.5,750,high
MSME_10082,1.0,0.0,929587.63,0.7992718087102609,577248.6875000001,720526.2425,-0.24820767565625673,32,62,5,0.49514563106796117,15.666666666666666,-0.2631578947368421,0.0,52.0,0.0055165644207607716,0.5,692,high
MSME_10083,1.0,0.0,973133.4325,0.7178888965580359,505857.6774999999,782646.86,-0.5471680965047727,38,69,5,0.49074074074074076,11.0,-0.4827586206896552,0.0,39.0,0.02024191144580438,0.5,-1,high
MSME_10084,1.0,0.0,688027.365,0.7182926688722127,632099.3925000001,717565.04,-0.13520919101342113,32,60,5,0.5779816513761468,14.0,-0.5263157894736842,0.0,39.0,0.02024191144580438,0.5,-1,high
MSME_10085,1.0,0.0,1162343.1949999998,0.8247480433952542,558680.81,841337.345,-0.5059356432879802,35,58,5,0.5428571428571428,13.666666666666666,0.07692307692307693,0.0,58.0,0.0030275547453758127,0.5,-1,high
MSME_10086,1.0,0.0,818744.5233333333,0.7006571683788523,669548.2249999999,634891.47,0.05176140225000207,26,69,5,0.5132743362831859,13.5,-0.5405405405405406,0.0,44.0,0.012277339903068436,0.5,-1,high
MSME_10087,1.0,0.0,583905.5599999999,0.6830382890708996,543450.3624999999,721423.56,-0.32748749431554597,41,66,5,0.49038461538461536,14.333333333333334,-0.06666666666666667,0.0,46.0,0.010051835744633576,0.5,566,high
MSME_10088,1.0,0.0,750702.5175000001,0.7318561573725382,612406.21,805593.8125,-0.3154566353923812,38,67,5,0.5446428571428571,16.333333333333332,-0.058823529411764705,0.0,3.0,0.7408182206817179,0.5,618,low
MSME_10089,1.0,0.0,192556.8,0.8845707345888967,759414.115,785838.0,-0.03479509332006558,39,67,5,0.5221238938053098,14.25,-0.4166666666666667,0.0,44.0,0.012277339903068436,0.5,713,high
MSME_10090,1.0,0.0,1309439.62,0.7629027285787437,614916.87,726526.065,-0.18150289973342243,31,64,5,0.514018691588785,12.25,-0.6,0.0,28.0,0.06081006262521795,0.5,570,high
MSME_10091,1.0,0.0,1313438.384,0.8088212343629051,567220.5925,639384.2825,-0.12722332537671388,37,66,5,0.5092592592592593,16.666666666666668,-0.4583333333333333,0.0,15.0,0.22313016014842982,0.5,583,high
MSME_10092,1.0,0.0,779026.7633333333,0.7326660606524039,558503.1175,841599.465,-0.5068840954142031,32,69,5,0.5,11.25,-0.39285714285714285,0.0,52.0,0.0055165644207607716,0.5,678,high
MSME_10093,1.0,0.0,1105479.8,0.7639862748598599,670587.22,994960.6174999999,-0.48371544793233606,36,70,5,0.5555555555555556,12.75,-0.17857142857142858,0.0,32.0,0.04076220397836621,0.5,683,high
MSME_10094,1.0,0.0,428165.22,0.767948495408894,598021.9975000002,733111.0650000001,-0.22589314116325604,45,65,5,0.5663716814159292,13.25,-0.6410256410256411,0.0,23.0,0.1002588437228037,0.5,-1,high
MSME_10095,1.0,0.0,954755.33,0.8146460802236077,816035.4166666669,1112672.9166666667,-0.36351057067069675,45,70,5,0.5344827586206896,16.333333333333332,-0.058823529411764705,0.0,59.0,0.0027394448187683684,0.5,761,high
MSME_10096,1.0,0.0,1662537.3900000001,0.8418258055211497,387479.2875,1042049.7424999999,-1.0,34,63,5,0.5675675675675675,12.0,0.0,0.0,35.0,0.0301973834223185,0.5,-1,high
MSME_10097,1.0,0.0,639587.33,0.7260795022985566,692832.3775000001,654854.4499999998,0.054815462921982486,45,67,5,0.5321100917431193,12.75,-0.17857142857142858,0.0,50.0,0.006737946999085467,0.5,627,high
MSME_10098,1.0,0.0,531404.75,0.7503530038039681,602870.9424999999,762402.8375,-0.2646203088482742,34,61,5,0.5192307692307693,11.75,-0.19230769230769232,0.0,39.0,0.02024191144580438,0.5,589,high
MSME_10099,1.0,0.0,1341526.88,0.7881830098227675,573854.7925,948376.0075,-0.6526410860287448,35,78,5,0.5254237288135594,14.666666666666666,0.7,0.0,29.0,0.05502322005640721,0.5,-1,high
MSME_10100,1.0,0.0,1376556.2833333334,0.8065307555934355,698787.2525,753029.1525,-0.07762290998575425,35,61,5,0.5233644859813084,14.0,-0.13333333333333333,0.0,53.0,0.004991593906910213,0.5,605,high
MSME_10101,1.0,0.0,1057028.7125000001,0.7550441968117273,486246.18749999994,794519.7400000001,-0.6339865698175787,31,68,5,0.5137614678899083,15.666666666666666,0.3076923076923077,0.0,7.0,0.49658530379140947,0.5,-1,medium
MSME_10102,1.0,0.0,929831.6233333334,0.7827857014868358,560394.99,786055.5125,-0.4026811918857447,32,55,5,0.5544554455445545,14.333333333333334,-0.3055555555555556,0.0,9.0,0.4065696597405991,0.5,634,medium
MSME_10103,1.0,0.0,764029.03,0.7110256240580574,774154.2866666666,1102283.9233333333,-0.4238556090408267,36,73,5,0.5263157894736842,12.0,-0.5454545454545454,0.0,8.0,0.44932896411722156,0.5,569,medium
MSME_10104,1.0,0.0,1279617.8624999998,0.715201658879808,525584.1375,730256.1900000001,-0.3894182451425299,34,58,5,0.5490196078431373,11.0,-0.5806451612903226,0.0,36.0,0.02732372244729256,0.5,-1,high
MSME_10105,1.0,0.0,1139957.555,0.7463800151046792,602721.5633333334,1220769.3933333333,-1.0,41,70,5,0.576271186440678,10.75,-0.6129032258064516,0.0,22.0,0.11080315836233387,0.5,781,high
MSME_10106,1.0,0.0,532263.31,0.9202902641573436,636871.055,700595.405,-0.10005848044075416,32,65,5,0.48598130841121495,15.0,0.375,0.0,37.0,0.024723526470339388,0.5,782,high
MSME_10107,1.0,0.0,615255.12,0.7682225351065943,707951.1524999999,730803.8175000001,-0.032280002538734864,43,68,5,0.5135135135135135,18.333333333333332,0.027777777777777776,0.0,18.0,0.16529888822158653,0.5,782,high
MSME_10108,1.0,0.0,956931.515,0.866426972138083,551299.37,667856.855,-0.21142321457758964,41,71,5,0.4811320754716981,16.333333333333332,-0.21052631578947367,0.0,11.0,0.33287108369807955,0.5,597,medium
MSME_10109,1.0,0.0,1010683.2775000001,0.7512077364533739,1025673.9466666667,1098871.2299999997,-0.07136506057428545,34,72,5,0.5526315789473685,12.0,-0.5454545454545454,0.0,58.0,0.0030275547453758127,0.5,574,high
MSME_10110,1.0,0.0,770833.3039999999,0.7736391629565798,672711.1499999999,768310.5525000001,-0.14211062578641698,35,73,5,0.5135135135135135,12.5,-0.14814814814814814,0.0,13.0,0.2725317930340126,0.5,-1,high
MSME_10111,1.0,0.0,1118307.4666666666,0.7085469458976433,615943.2033333333,990209.0399999999,-0.6076304351460199,39,65,5,0.46078431372549017,13.666666666666666,-0.03571428571428571,0.0,32.0,0.04076220397836621,0.5,556,high
MSME_10112,1.0,0.0,1017867.77,0.7208972301328725,718440.6425,698827.5700000001,0.02729950303444852,51,65,5,0.5405405405405406,13.5,-0.36363636363636365,0.0,46.0,0.010051835744633576,0.5,586,high
MSME_10113,1.0,0.0,986439.02,0.814200507560953,594033.635,784730.5775000001,-0.32102044608972374,34,74,5,0.5254237288135594,16.333333333333332,-0.38636363636363635,0.0,34.0,0.033373269960326066,0.5,613,high
MSME_10114,1.0,0.0,1152096.014,0.7524688603152754,467053.62249999994,783746.5375000001,-0.6780654292002631,35,64,5,0.5233644859813084,15.0,0.0,0.0,8.0,0.44932896411722156,0.5,752,medium
MSME_10115,1.0,0.0,1668975.07,0.7982893434472325,629607.8525,690036.96,-0.09597896096761264,37,65,5,0.5142857142857142,12.5,-0.717948717948718,0.0,56.0,0.003697863716482929,0.5,650,high
MSME_10116,1.0,0.0,844237.3500000001,0.786636476118208,523736.9325,756190.1125,-0.4438357610001087,31,64,5,0.5047619047619047,11.5,-0.41379310344827586,0.0,24.0,0.09071795328941247,0.5,-1,high
MSME_10117,1.0,0.0,1785723.8333333333,0.8580654108348729,640110.6425000002,777969.9700000001,-0.21536796664023572,45,67,5,0.5565217391304348,13.5,-0.3125,0.0,16.0,0.20189651799465538,0.5,-1,high
MSME_10118,1.0,0.0,1324681.12,0.8047971856112595,532413.3075,790275.2125,-0.4843265586482359,35,61,5,0.5339805825242718,11.25,-0.125,0.0,40.0,0.01831563888873418,0.5,610,high
MSME_10119,1.0,0.0,1189013.804,0.7895391239911335,719138.7625,688662.3775000001,0.042379004705645935,39,63,5,0.5428571428571428,13.25,-0.3939393939393939,0.0,38.0,0.02237077185616559,0.5,600,high
MSME_10120,1.0,0.0,1568111.68,0.8650792384318975,600260.7324999999,845027.8625000002,-0.4077680193748144,43,66,5,0.543859649122807,11.75,-0.32142857142857145,0.0,32.0,0.04076220397836621,0.5,706,high
MSME_10121,1.0,0.0,1324737.918,0.7414543061641258,633331.0525,785010.605,-0.2394948927598967,34,67,5,0.4857142857142857,16.666666666666668,0.7727272727272727,0.0,21.0,0.1224564282529819,0.5,576,high
MSME_10122,1.0,0.0,825540.0025,0.8178449027462413,597567.8325000001,781250.55,-0.30738387762865377,37,71,5,0.5315315315315315,11.25,-0.2,0.0,51.0,0.006096746565515633,0.5,679,high
MSME_10123,1.0,0.0,1216305.71,0.7766917386194377,504594.00999999995,838324.4525000001,-0.6613840748922093,40,73,5,0.5350877192982456,14.333333333333334,0.03571428571428571,0.0,42.0,0.014995576820477703,0.5,-1,high
MSME_10124,1.0,0.0,1669902.522,0.7124629000667292,614927.8049999998,862786.8675,-0.40307018236067615,37,68,5,0.5504587155963303,11.0,-0.42857142857142855,0.0,35.0,0.0301973834223185,0.5,-1,high
MSME_10125,1.0,0.0,1039506.2225,0.7776680974399159,537075.475,769413.8275,-0.432599072783951,39,60,5,0.5048543689320388,11.5,-0.6060606060606061,0.0,46.0,0.010051835744633576,0.5,680,high
